id,price
188533,18301.674
188534,80371.21
188535,54223.336
188536,27197.494
188537,30505.316
188538,16547.781
188539,12597.94
188540,36561.023
188541,70788.195
188542,38646.79
188543,27351.148
188544,10225.917
188545,41549.82
188546,102137.2
188547,18420.576
188548,97391.92
188549,19790.365
188550,9689.012
188551,85881.766
188552,58481.13
188553,63616.42
188554,21165.021
188555,40909.79
188556,25704.861
188557,29800.723
188558,85748.336
188559,28058.02
188560,15628.366
188561,76904.69
188562,23975.008
188563,89843.65
188564,35436.098
188565,31036.771
188566,27794.465
188567,14355.729
188568,46214.902
188569,20767.094
188570,18454.791
188571,34872.027
188572,74841.91
188573,21578.36
188574,36723.383
188575,41487.645
188576,34568.734
188577,11279.438
188578,32332.807
188579,56322.402
188580,41458.484
188581,68895.47
188582,21298.3
188583,100491.22
188584,29198.227
188585,36621.984
188586,30361.99
188587,48221.98
188588,24621.219
188589,21114.195
188590,26093.646
188591,26977.006
188592,33992.14
188593,33302.21
188594,70140.516
188595,25078.924
188596,39203.8
188597,30143.637
188598,29783.36
188599,15817.649
188600,58650.992
188601,51199.086
188602,36124.758
188603,227817.94
188604,11125.814
188605,34573.082
188606,38393.758
188607,64591.176
188608,18612.207
188609,51991.594
188610,45764.355
188611,19073.139
188612,72583.48
188613,20991.662
188614,18547.502
188615,42484.895
188616,59656.953
188617,51951.855
188618,23595.95
188619,78698.336
188620,11922.13
188621,21793.137
188622,152829.12
188623,54702.258
188624,39995.918
188625,22789.203
188626,15889.559
188627,84483.83
188628,79720.54
188629,22689.166
188630,26125.484
188631,67739.81
188632,45445.965
188633,66703.91
188634,10697.463
188635,36945.43
188636,52810.027
188637,12418.732
188638,31772.428
188639,44769.49
188640,13080.913
188641,27195.92
188642,16074.501
188643,117244.03
188644,90627.47
188645,52815.875
188646,9083.049
188647,14140.515
188648,27172.51
188649,37014.387
188650,104037.625
188651,50108.03
188652,48762.746
188653,64696.664
188654,14366.115
188655,17625.703
188656,29460.344
188657,38510.406
188658,9911.003
188659,55706.957
188660,13579.619
188661,81505.33
188662,11949.735
188663,17257.564
188664,81875.195
188665,120089.15
188666,27290.836
188667,12260.693
188668,14865.177
188669,25517.562
188670,59574.09
188671,20799.887
188672,19274.62
188673,58464.9
188674,15579.68
188675,32054.62
188676,48762.496
188677,9837.151
188678,37093.35
188679,47298.902
188680,62853.21
188681,10511.266
188682,13138.012
188683,9908.474
188684,71833.88
188685,39682.32
188686,94219.06
188687,22289.508
188688,39800.52
188689,13465.332
188690,25918.523
188691,26592.654
188692,26869.822
188693,12923.461
188694,15465.906
188695,17578.555
188696,61635.285
188697,32298.629
188698,11252.224
188699,60523.613
188700,84411.22
188701,27377.191
188702,14887.874
188703,74860.64
188704,53905.234
188705,29722.908
188706,87907.61
188707,13399.713
188708,13681.052
188709,14766.418
188710,25330.662
188711,28665.738
188712,57943.492
188713,41690.23
188714,25635.35
188715,36116.375
188716,62572.605
188717,9896.898
188718,14512.939
188719,22507.69
188720,18094.955
188721,61951.027
188722,43251.65
188723,25703.941
188724,28145.143
188725,10550.244
188726,46956.645
188727,13356.142
188728,61799.56
188729,18623.855
188730,63142.2
188731,53256.55
188732,36851.793
188733,19262.312
188734,12440.326
188735,8391.191
188736,9434.186
188737,87522.63
188738,49051.457
188739,39423.574
188740,67790.89
188741,38455.72
188742,23017.037
188743,21842.586
188744,68145.05
188745,47250.773
188746,38061.75
188747,34010.797
188748,16819.549
188749,68550.76
188750,9720.195
188751,55033.582
188752,92940.99
188753,11192.669
188754,48136.85
188755,78465.016
188756,31026.693
188757,21662.576
188758,14561.861
188759,17482.154
188760,11510.585
188761,43492.33
188762,54322.36
188763,37777.117
188764,15115.565
188765,50589.535
188766,35142.676
188767,10999.164
188768,37843.824
188769,68737.51
188770,52215.63
188771,17113.371
188772,8788.664
188773,44182.85
188774,43169.953
188775,48952.363
188776,12734.916
188777,19850.13
188778,24371.734
188779,61873.87
188780,54313.312
188781,96415.45
188782,15084.806
188783,21208.219
188784,42303.3
188785,29228.01
188786,34610.426
188787,10097.183
188788,16955.936
188789,50038.79
188790,11675.148
188791,9485.417
188792,83603.97
188793,24324.893
188794,11080.742
188795,40534.207
188796,25882.096
188797,72093.76
188798,22319.344
188799,16379.128
188800,55333.62
188801,41074.938
188802,29593.242
188803,79274.766
188804,10913.077
188805,12306.344
188806,90998.375
188807,42859.4
188808,56725.914
188809,25891.76
188810,18611.871
188811,49684.89
188812,19088.791
188813,12102.621
188814,48659.688
188815,13584.699
188816,35544.992
188817,27141.725
188818,40660.52
188819,42615.69
188820,45480.203
188821,33207.273
188822,20264.518
188823,50725.742
188824,10283.49
188825,18985.422
188826,10794.455
188827,35955.957
188828,26483.041
188829,9643.541
188830,44669.75
188831,57565.863
188832,10491.588
188833,26188.545
188834,29140.082
188835,21881.447
188836,27705.629
188837,46134.797
188838,11821.142
188839,18047.754
188840,25842.404
188841,78627.86
188842,15452.902
188843,56450.426
188844,35806.266
188845,21620.854
188846,29723.797
188847,64989.63
188848,13706.301
188849,34218.76
188850,73311.26
188851,119284.35
188852,85215.7
188853,19831.416
188854,21338.928
188855,65208.05
188856,90281.76
188857,84935.02
188858,48698.344
188859,29538.213
188860,8577.987
188861,34465.38
188862,98642.49
188863,24276.996
188864,38125.547
188865,24099.836
188866,42816.87
188867,12373.777
188868,106378.98
188869,25145.31
188870,9744.257
188871,11273.235
188872,38100.754
188873,42404.5
188874,45680.6
188875,18619.428
188876,28090.75
188877,57893.496
188878,78414.91
188879,78683.234
188880,43409.27
188881,13449.744
188882,37259.03
188883,33572.01
188884,73517.51
188885,33382.848
188886,56881.6
188887,78378.61
188888,123700.47
188889,37705.957
188890,16264.405
188891,33389.54
188892,22631.303
188893,95310.46
188894,12648.581
188895,22926.658
188896,38121.152
188897,17569.99
188898,11094.469
188899,152245.97
188900,9947.919
188901,10775.492
188902,81752.71
188903,92968.58
188904,33706.902
188905,22810.494
188906,63768.254
188907,74092.56
188908,33087.875
188909,32392.018
188910,31008.209
188911,51479.562
188912,30879.994
188913,79347.8
188914,48466.5
188915,49671.4
188916,9513.753
188917,62375.246
188918,10846.012
188919,14121.682
188920,18257.521
188921,51056.977
188922,42488.875
188923,57306.52
188924,63350.97
188925,57599.69
188926,51877.22
188927,10022.939
188928,43947.11
188929,20134.236
188930,14527.087
188931,43018.793
188932,27765.088
188933,62258.746
188934,58331.664
188935,31541.51
188936,36068.67
188937,31804.793
188938,21376.742
188939,42540.707
188940,14255.071
188941,68216.68
188942,76972.63
188943,56975.27
188944,36185.344
188945,22414.14
188946,45211.297
188947,39955.008
188948,60727.707
188949,118298.24
188950,22600.955
188951,37636.145
188952,9607.558
188953,12842.376
188954,21591.95
188955,49777.176
188956,23005.11
188957,34555.727
188958,31394.223
188959,10601.112
188960,67919.1
188961,61085.21
188962,16799.264
188963,68667.77
188964,41116.816
188965,7791.2935
188966,51337.855
188967,52299.125
188968,27151.861
188969,36533.51
188970,40167.234
188971,38209.414
188972,69430.18
188973,90933.73
188974,35601.035
188975,23933.025
188976,12275.042
188977,29031.125
188978,11897.761
188979,47572.184
188980,19358.45
188981,15845.829
188982,27271.873
188983,90030.734
188984,24037.412
188985,14739.059
188986,23164.34
188987,46193.406
188988,20065.465
188989,51317.992
188990,46086.586
188991,48787.055
188992,32177.566
188993,24142.205
188994,34992.58
188995,32432.45
188996,21521.633
188997,65472.965
188998,57609.516
188999,11149.639
189000,10348.453
189001,23895.447
189002,40497.953
189003,27265.648
189004,51982.355
189005,43245.39
189006,55261.652
189007,39422.98
189008,28527.082
189009,13078.649
189010,43467.88
189011,35817.086
189012,50213.207
189013,42468.51
189014,25061.3
189015,22081.803
189016,52385.117
189017,11444.406
189018,19070.71
189019,12656.678
189020,18687.777
189021,45110.887
189022,52296.05
189023,59266.332
189024,22319.555
189025,57542.91
189026,21025.922
189027,14220.405
189028,53811.082
189029,16585.17
189030,17571.93
189031,39210.203
189032,46446.457
189033,8434.39
189034,76081.66
189035,69068.85
189036,106881.81
189037,29098.602
189038,55301.08
189039,43266.25
189040,15557.364
189041,17091.441
189042,25300.318
189043,61436.86
189044,35733.438
189045,37742.887
189046,12411.669
189047,17821.621
189048,12496.281
189049,66131.89
189050,47492.863
189051,13072.461
189052,38154.504
189053,32346.293
189054,24853.176
189055,35941.89
189056,12191.71
189057,23087.297
189058,12777.622
189059,64854.28
189060,12537.334
189061,26687.621
189062,23616.918
189063,33699.9
189064,9836.459
189065,31379.871
189066,21764.496
189067,62543.2
189068,18034.066
189069,30968.844
189070,49308.668
189071,34929.54
189072,79894.484
189073,47656.63
189074,26695.826
189075,36076.688
189076,21607.56
189077,45646.055
189078,55091.637
189079,22933.479
189080,79643.6
189081,32118.787
189082,18680.477
189083,22629.773
189084,32058.043
189085,85630.02
189086,10064.989
189087,60652.363
189088,46446.316
189089,82628.05
189090,14275.012
189091,43796.95
189092,10950.411
189093,74393.15
189094,67127.18
189095,20520.951
189096,16052.694
189097,66995.16
189098,17094.984
189099,13426.914
189100,12653.535
189101,40041.836
189102,101008.07
189103,52606.707
189104,10079.993
189105,52795.184
189106,50427.934
189107,23817.28
189108,32106.295
189109,55764.758
189110,10425.396
189111,10824.2
189112,20469.967
189113,93226.305
189114,17336.213
189115,17057.438
189116,16312.665
189117,19834.95
189118,31414.395
189119,32944.426
189120,73883.77
189121,44000.754
189122,8857.028
189123,20895.68
189124,36677.785
189125,114239.85
189126,14613.202
189127,35537.895
189128,19846.395
189129,17567.016
189130,121885.61
189131,49838.633
189132,25687.502
189133,63301.73
189134,24966.225
189135,49260.69
189136,74430.04
189137,24054.092
189138,10396.118
189139,9410.118
189140,9114.493
189141,9722.097
189142,11131.326
189143,8539.024
189144,12917.914
189145,96563.37
189146,35330.61
189147,27711.62
189148,34573.37
189149,37656.555
189150,43121.105
189151,26294.037
189152,46432.96
189153,44493.66
189154,13902.057
189155,10245.533
189156,59877.293
189157,9437.494
189158,12671.72
189159,31360.26
189160,48893.58
189161,11194.968
189162,10303.644
189163,27149.953
189164,16681.516
189165,20363.242
189166,100835.664
189167,20286.107
189168,20047.717
189169,34762.594
189170,66768.83
189171,9239.8125
189172,45605.344
189173,13574.025
189174,39352.586
189175,9557.365
189176,38033.035
189177,55127.137
189178,50529.07
189179,10580.848
189180,63226.68
189181,15129.804
189182,17960.562
189183,60094.355
189184,71477.34
189185,15805.924
189186,66023.91
189187,123931.95
189188,48692.113
189189,10622.345
189190,41057.23
189191,18414.59
189192,57056.73
189193,45625.074
189194,56542.445
189195,15340.853
